index,stationID,tz,obsTimeUtc,obsTimeLocal,epoch,lat,lon,solarRadiationHigh,uvHigh,winddirAvg,humidityHigh,humidityLow,humidityAvg,qcStatus,metric.tempHigh,metric.tempLow,metric.tempAvg,metric.windspeedHigh,metric.windspeedLow,metric.windspeedAvg,metric.windgustHigh,metric.windgustLow,metric.windgustAvg,metric.dewptHigh,metric.dewptLow,metric.dewptAvg,metric.windchillHigh,metric.windchillLow,metric.windchillAvg,metric.heatindexHigh,metric.heatindexLow,metric.heatindexAvg,metric.pressureMax,metric.pressureMin,metric.pressureTrend,metric.precipRate,metric.precipTotal,station_name
2022-07-07 16:00:00,IREGIO64,America/Vancouver,2022-07-07T22:44:34Z,2022-07-07 15:44:34,1657233874,54.394,-123.171,766.92,7.0,125,95,93,94,-1,17,16,16,1,0,1,2,2,2,15,15,15,17,16,16,17,16,16,996.31,995.8,1.53,0.0,10.41,SAEG_Salmon
2022-07-07 15:00:00,IREGIO64,America/Vancouver,2022-07-07T21:54:34Z,2022-07-07 14:54:34,1657230874,54.394,-123.171,97.13,0.0,145,96,73,81,-1,18,14,16,9,0,4,13,0,6,13,11,12,18,14,16,18,14,16,995.9,995.19,0.73,4.83,9.4,SAEG_Salmon
2022-07-07 14:00:00,IREGIO64,America/Vancouver,2022-07-07T20:54:36Z,2022-07-07 13:54:36,1657227276,54.394,-123.171,892.68,8.0,107,72,62,68,-1,20,19,19,5,0,2,5,0,2,14,12,13,20,19,19,20,19,19,996.0,995.4,-0.73,0.0,8.64,SAEG_Salmon
2022-07-07 13:00:00,IREGIO64,America/Vancouver,2022-07-07T19:54:34Z,2022-07-07 12:54:34,1657223674,54.394,-123.171,982.97,9.0,152,76,67,71,-1,19,18,18,4,0,3,5,0,3,13,13,13,19,18,18,19,18,18,996.21,995.9,-0.24,0.0,8.64,SAEG_Salmon
2022-07-07 12:00:00,IREGIO64,America/Vancouver,2022-07-07T18:54:34Z,2022-07-07 11:54:34,1657220074,54.394,-123.171,971.71,9.0,126,90,71,80,-1,18,15,16,6,0,3,7,0,4,13,13,13,18,15,16,18,15,16,996.0,995.6,0.49,0.0,8.64,SAEG_Salmon
2022-07-07 11:00:00,IREGIO64,America/Vancouver,2022-07-07T17:56:18Z,2022-07-07 10:56:18,1657216578,54.394,-123.171,281.86,2.0,102,95,89,92,-1,15,14,14,1,0,1,4,0,2,13,13,13,15,14,14,15,14,14,995.8,995.5,-0.35,0.0,8.64,SAEG_Salmon
2022-07-07 10:00:00,IREGIO64,America/Vancouver,2022-07-07T16:54:34Z,2022-07-07 09:54:34,1657212874,54.394,-123.171,174.33,1.0,124,99,95,97,-1,13,13,13,3,0,1,4,0,1,13,13,13,13,13,13,13,13,13,995.6,995.4,0.0,0.0,8.64,SAEG_Salmon
2022-07-07 09:00:00,IREGIO64,America/Vancouver,2022-07-07T15:54:34Z,2022-07-07 08:54:34,1657209274,54.394,-123.171,139.22,1.0,112,99,98,98,-1,13,12,12,1,0,0,2,0,1,13,12,12,13,12,12,13,12,12,995.4,995.09,-0.12,0.0,8.64,SAEG_Salmon
2022-07-07 08:00:00,IREGIO64,America/Vancouver,2022-07-07T14:54:35Z,2022-07-07 07:54:35,1657205675,54.394,-123.171,80.62,0.0,144,99,99,99,-1,12,12,12,2,0,0,4,0,1,12,11,12,12,12,12,12,12,12,995.4,994.89,0.61,0.0,8.64,SAEG_Salmon
2022-07-07 07:00:00,IREGIO64,America/Vancouver,2022-07-07T13:54:34Z,2022-07-07 06:54:34,1657202074,54.394,-123.171,62.02,0.0,260,99,99,99,-1,12,12,12,2,0,0,2,0,0,12,11,11,12,12,12,12,12,12,994.89,994.68,0.0,0.0,8.64,SAEG_Salmon
2022-07-07 06:00:00,IREGIO64,America/Vancouver,2022-07-07T12:54:35Z,2022-07-07 05:54:35,1657198475,54.394,-123.171,16.88,0.0,262,99,99,99,-1,12,11,11,0,0,0,0,0,0,11,11,11,12,11,11,12,11,11,994.89,994.62,0.08,0.0,8.64,SAEG_Salmon
2022-07-07 05:00:00,IREGIO64,America/Vancouver,2022-07-07T11:44:34Z,2022-07-07 04:44:34,1657194274,54.394,-123.171,0.0,0.0,262,99,99,99,-1,11,11,11,0,0,0,0,0,0,11,11,11,11,11,11,11,11,11,994.68,994.62,0.1,0.0,8.64,SAEG_Salmon
2022-07-07 04:00:00,IREGIO64,America/Vancouver,2022-07-07T10:54:34Z,2022-07-07 03:54:34,1657191274,54.394,-123.171,0.0,0.0,262,99,99,99,-1,11,10,11,0,0,0,0,0,0,11,10,10,11,10,11,11,10,11,994.89,994.41,-0.25,0.0,8.64,SAEG_Salmon
2022-07-07 03:00:00,IREGIO64,America/Vancouver,2022-07-07T09:55:33Z,2022-07-07 02:55:33,1657187733,54.394,-123.171,0.0,0.0,262,99,99,99,-1,11,10,10,0,0,0,0,0,0,11,10,10,11,10,10,11,10,10,994.62,994.41,-0.12,0.0,8.64,SAEG_Salmon
2022-07-07 02:00:00,IREGIO64,America/Vancouver,2022-07-07T08:54:34Z,2022-07-07 01:54:34,1657184074,54.394,-123.171,0.0,0.0,262,99,99,99,-1,11,10,11,0,0,0,0,0,0,11,10,10,11,10,11,11,10,11,994.51,993.91,0.61,0.0,8.64,SAEG_Salmon
2022-07-07 01:00:00,IREGIO64,America/Vancouver,2022-07-07T07:54:35Z,2022-07-07 00:54:35,1657180475,54.394,-123.171,0.0,0.0,262,99,99,99,-1,12,11,12,0,0,0,0,0,0,12,11,11,12,11,12,12,11,12,994.31,993.91,-0.49,0.0,8.64,SAEG_Salmon
2022-07-07 00:00:00,IREGIO64,America/Vancouver,2022-07-08T06:54:33Z,2022-07-07 23:54:33,1657263273,54.394,-123.171,0.0,0.0,278,99,99,99,-1,9,9,9,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,996.82,996.51,0.24,0.0,0.0,SAEG_Salmon
2022-07-06 23:00:00,IREGIO64,America/Vancouver,2022-07-07T05:54:35Z,2022-07-06 22:54:35,1657173275,54.394,-123.171,0.0,0.0,262,99,99,99,-1,13,13,13,0,0,0,0,0,0,13,13,13,13,13,13,13,13,13,994.62,994.31,-0.12,1.78,8.64,SAEG_Salmon
2022-07-06 22:00:00,IREGIO64,America/Vancouver,2022-07-07T04:54:35Z,2022-07-06 21:54:35,1657169675,54.394,-123.171,0.85,0.0,251,99,90,96,-1,15,13,14,4,0,1,5,0,2,13,13,13,15,13,14,15,13,14,995.29,994.31,-0.37,22.86,8.38,SAEG_Salmon
2022-07-06 21:00:00,IREGIO64,America/Vancouver,2022-07-07T03:54:36Z,2022-07-06 20:54:36,1657166076,54.394,-123.171,9.05,0.0,259,79,72,76,-1,17,15,16,7,0,3,9,0,4,12,12,12,17,15,16,17,15,16,994.21,993.09,1.34,0.0,4.32,SAEG_Salmon
2022-07-06 20:00:00,IREGIO64,America/Vancouver,2022-07-07T02:54:38Z,2022-07-06 19:54:38,1657162478,54.394,-123.171,172.98,1.0,119,71,56,63,-1,20,18,19,5,0,3,9,0,5,12,11,12,20,18,19,20,18,19,993.19,992.79,-0.12,0.0,4.32,SAEG_Salmon
2022-07-06 19:00:00,IREGIO64,America/Vancouver,2022-07-07T01:54:37Z,2022-07-06 18:54:37,1657158877,54.394,-123.171,403.34,3.0,109,74,58,67,-1,21,19,20,6,0,3,7,2,4,15,12,14,21,19,20,21,19,20,993.5,992.58,-0.24,0.0,4.32,SAEG_Salmon
2022-07-06 18:00:00,IREGIO64,America/Vancouver,2022-07-07T00:54:35Z,2022-07-06 17:54:35,1657155275,54.394,-123.171,541.82,5.0,66,94,70,81,-1,21,18,20,2,0,1,4,0,1,18,15,16,21,18,20,21,18,20,994.41,993.8,0.12,0.0,4.32,SAEG_Salmon
2022-07-06 17:00:00,IREGIO64,America/Vancouver,2022-07-06T23:54:35Z,2022-07-06 16:54:35,1657151675,54.394,-123.171,528.37,5.0,100,95,48,77,-1,23,16,19,4,0,2,7,0,3,17,12,14,23,16,19,23,16,18,994.31,993.5,-0.12,7.11,4.32,SAEG_Salmon
2022-07-06 16:00:00,IREGIO64,America/Vancouver,2022-07-06T22:54:35Z,2022-07-06 15:54:35,1657148075,54.394,-123.171,618.16,6.0,112,50,48,49,-1,24,22,23,5,1,3,5,2,3,12,11,12,24,22,23,23,21,22,994.99,993.7,-1.54,0.0,1.02,SAEG_Salmon
2022-07-06 15:00:00,IREGIO64,America/Vancouver,2022-07-06T21:54:35Z,2022-07-06 14:54:35,1657144475,54.394,-123.171,805.09,7.0,117,52,47,49,-1,24,21,23,8,1,3,11,2,5,13,11,12,24,21,23,24,21,23,995.19,994.89,0.37,0.0,1.02,SAEG_Salmon
2022-07-06 14:00:00,IREGIO64,America/Vancouver,2022-07-06T20:54:35Z,2022-07-06 13:54:35,1657140875,54.394,-123.171,940.03,9.0,131,60,50,54,-1,23,20,21,5,1,3,7,2,4,13,12,12,23,20,21,22,20,21,995.5,995.09,-0.24,0.0,1.02,SAEG_Salmon
2022-07-06 13:00:00,IREGIO64,America/Vancouver,2022-07-06T19:54:35Z,2022-07-06 12:54:35,1657137275,54.394,-123.171,628.56,6.0,114,60,53,56,-1,22,20,21,7,1,4,9,2,6,13,11,12,22,20,21,22,20,21,995.8,995.29,-0.24,0.0,1.02,SAEG_Salmon
2022-07-06 12:00:00,IREGIO64,America/Vancouver,2022-07-06T18:54:35Z,2022-07-06 11:54:35,1657133675,54.394,-123.171,1062.73,10.0,91,65,57,61,-1,21,19,20,5,1,2,7,2,4,13,12,12,21,19,20,21,19,20,996.11,995.8,0.12,0.0,1.02,SAEG_Salmon
2022-07-06 11:00:00,IREGIO64,America/Vancouver,2022-07-06T17:44:35Z,2022-07-06 10:44:35,1657129475,54.394,-123.171,786.01,7.0,89,68,63,65,-1,20,18,19,4,1,2,5,2,4,13,12,12,20,18,19,20,18,19,996.51,995.8,-1.07,0.0,1.02,SAEG_Salmon
2022-07-06 10:00:00,IREGIO64,America/Vancouver,2022-07-06T16:54:35Z,2022-07-06 09:54:35,1657126475,54.394,-123.171,926.09,8.0,85,80,66,74,-1,19,17,18,6,0,3,9,0,5,14,12,13,19,17,18,19,17,18,996.41,995.9,0.49,0.0,1.02,SAEG_Salmon
2022-07-06 09:00:00,IREGIO64,America/Vancouver,2022-07-06T15:54:35Z,2022-07-06 08:54:35,1657122875,54.394,-123.171,414.23,4.0,111,92,80,86,-1,17,15,16,5,0,2,7,0,3,14,13,13,17,15,16,17,15,16,996.0,995.9,0.0,0.0,1.02,SAEG_Salmon
2022-07-06 08:00:00,IREGIO64,America/Vancouver,2022-07-06T14:54:39Z,2022-07-06 07:54:39,1657119279,54.394,-123.171,175.19,1.0,70,98,91,94,-1,15,14,14,2,0,1,2,0,1,14,13,14,15,14,14,15,14,14,996.11,995.8,0.37,0.0,1.02,SAEG_Salmon
2022-07-06 07:00:00,IREGIO64,America/Vancouver,2022-07-06T13:54:35Z,2022-07-06 06:54:35,1657115675,54.394,-123.171,120.5,1.0,87,99,99,99,-1,13,13,13,0,0,0,0,0,0,13,12,13,13,13,13,13,13,13,996.11,995.7,-0.37,4.83,1.02,SAEG_Salmon
2022-07-06 06:00:00,IREGIO64,America/Vancouver,2022-07-06T12:54:35Z,2022-07-06 05:54:35,1657112075,54.394,-123.171,31.19,0.0,88,99,99,99,-1,12,11,12,0,0,0,0,0,0,12,11,12,12,11,12,12,11,12,996.11,995.8,0.24,0.0,0.0,SAEG_Salmon
2022-07-06 05:00:00,IREGIO64,America/Vancouver,2022-07-06T11:54:35Z,2022-07-06 04:54:35,1657108475,54.394,-123.171,2.08,0.0,88,99,99,99,-1,12,12,12,0,0,0,0,0,0,12,12,12,12,12,12,12,12,12,995.9,995.6,0.37,0.0,0.0,SAEG_Salmon
2022-07-06 04:00:00,IREGIO64,America/Vancouver,2022-07-06T10:54:34Z,2022-07-06 03:54:34,1657104874,54.394,-123.171,0.0,0.0,87,99,99,99,-1,13,12,12,0,0,0,0,0,0,12,12,12,13,12,12,13,12,12,995.9,995.7,-0.12,0.0,0.0,SAEG_Salmon
2022-07-06 03:00:00,IREGIO64,America/Vancouver,2022-07-06T09:54:35Z,2022-07-06 02:54:35,1657101275,54.394,-123.171,0.0,0.0,88,99,99,99,-1,13,12,12,0,0,0,0,0,0,12,12,12,13,12,12,13,12,12,996.0,995.9,0.12,0.0,0.0,SAEG_Salmon
2022-07-06 02:00:00,IREGIO64,America/Vancouver,2022-07-06T08:54:35Z,2022-07-06 01:54:35,1657097675,54.394,-123.171,0.0,0.0,96,99,99,99,-1,12,12,12,0,0,0,0,0,0,12,12,12,12,12,12,12,12,12,996.11,995.9,0.0,0.0,0.0,SAEG_Salmon
2022-07-06 01:00:00,IREGIO64,America/Vancouver,2022-07-06T07:54:35Z,2022-07-06 00:54:35,1657094075,54.394,-123.171,0.0,0.0,164,99,96,96,-1,14,13,13,0,0,0,0,0,0,13,13,13,14,13,13,14,13,13,996.0,995.7,-0.37,0.0,0.0,SAEG_Salmon
2022-07-06 00:00:00,IREGIO64,America/Vancouver,2022-07-07T06:54:34Z,2022-07-06 23:54:34,1657176874,54.394,-123.171,0.0,0.0,262,99,99,99,-1,13,12,12,0,0,0,0,0,0,12,12,12,13,12,12,13,12,12,994.62,994.21,-0.12,0.0,8.64,SAEG_Salmon
2022-07-05 23:00:00,IREGIO64,America/Vancouver,2022-07-06T05:54:36Z,2022-07-05 22:54:36,1657086876,54.394,-123.171,0.0,0.0,163,97,94,95,-1,14,13,14,0,0,0,0,0,0,13,13,13,14,13,14,14,13,14,996.0,995.7,0.12,0.0,0.0,SAEG_Salmon
2022-07-05 22:00:00,IREGIO64,America/Vancouver,2022-07-06T04:54:36Z,2022-07-05 21:54:36,1657083276,54.394,-123.171,19.94,0.0,163,94,88,91,-1,15,14,14,0,0,0,0,0,0,13,13,13,15,14,14,15,14,14,995.8,995.4,0.49,0.0,0.0,SAEG_Salmon
2022-07-05 21:00:00,IREGIO64,America/Vancouver,2022-07-06T03:54:36Z,2022-07-05 20:54:36,1657079676,54.394,-123.171,45.51,0.0,163,86,82,84,-1,16,16,16,0,0,0,0,0,0,14,13,13,16,16,16,16,16,16,995.29,994.99,0.0,0.0,0.0,SAEG_Salmon
2022-07-05 20:00:00,IREGIO64,America/Vancouver,2022-07-06T02:54:36Z,2022-07-05 19:54:36,1657076076,54.394,-123.171,68.02,0.0,164,82,79,80,-1,17,17,17,0,0,0,0,0,0,14,13,13,17,17,17,17,17,17,995.09,994.79,0.24,0.0,0.0,SAEG_Salmon
2022-07-05 19:00:00,IREGIO64,America/Vancouver,2022-07-06T01:54:36Z,2022-07-05 18:54:36,1657072476,54.394,-123.171,45.51,0.0,139,77,72,73,-1,18,17,17,5,0,2,7,0,3,13,12,12,18,17,17,18,17,17,995.09,994.68,-0.49,0.0,0.0,SAEG_Salmon
2022-07-05 18:00:00,IREGIO64,America/Vancouver,2022-07-06T00:54:36Z,2022-07-05 17:54:36,1657068876,54.394,-123.171,206.01,2.0,140,71,64,68,-1,20,18,19,6,0,2,9,0,3,14,13,13,20,18,19,20,18,19,995.09,994.68,0.24,0.0,0.0,SAEG_Salmon
2022-07-05 17:00:00,IREGIO64,America/Vancouver,2022-07-05T23:54:36Z,2022-07-05 16:54:36,1657065276,54.394,-123.171,212.49,2.0,154,73,68,69,-1,19,18,19,2,0,1,2,0,1,14,13,13,19,18,19,19,18,19,994.99,994.62,0.33,0.0,0.0,SAEG_Salmon
2022-07-05 16:00:00,IREGIO64,America/Vancouver,2022-07-05T22:54:36Z,2022-07-05 15:54:36,1657061676,54.394,-123.171,209.93,2.0,108,82,72,75,-1,19,18,18,1,0,0,4,0,1,14,13,14,19,18,18,19,18,18,994.68,994.62,-0.1,0.0,0.0,SAEG_Salmon
2022-07-05 15:00:00,IREGIO64,America/Vancouver,2022-07-05T21:54:36Z,2022-07-05 14:54:36,1657058076,54.394,-123.171,489.34,4.0,324,85,53,68,-1,23,17,19,6,0,2,7,0,3,14,12,13,23,17,19,22,17,19,995.29,994.68,-0.61,0.0,0.0,SAEG_Salmon
2022-07-05 14:00:00,IREGIO64,America/Vancouver,2022-07-05T20:54:36Z,2022-07-05 13:54:36,1657054476,54.394,-123.171,624.16,6.0,74,57,51,53,-1,23,21,22,5,0,2,7,0,3,13,11,12,23,21,22,22,21,21,995.4,994.99,-0.24,0.0,0.0,SAEG_Salmon
2022-07-05 13:00:00,IREGIO64,America/Vancouver,2022-07-05T19:54:36Z,2022-07-05 12:54:36,1657050876,54.394,-123.171,676.27,6.0,93,62,53,57,-1,22,20,21,2,0,1,4,0,1,12,11,12,22,20,21,21,20,21,995.29,994.62,0.73,0.0,0.0,SAEG_Salmon
2022-07-05 12:00:00,IREGIO64,America/Vancouver,2022-07-05T18:54:36Z,2022-07-05 11:54:36,1657047276,54.394,-123.171,870.66,8.0,304,62,54,58,-1,21,19,20,4,0,2,4,0,2,12,11,11,21,19,20,21,19,20,994.79,994.51,-0.2,0.0,0.0,SAEG_Salmon
2022-07-05 11:00:00,IREGIO64,America/Vancouver,2022-07-05T17:54:36Z,2022-07-05 10:54:36,1657043676,54.394,-123.171,901.0,8.0,61,59,53,56,-1,21,20,20,5,0,3,7,2,4,12,11,11,21,20,20,21,20,20,995.09,994.79,-0.24,0.0,0.0,SAEG_Salmon
2022-07-05 10:00:00,IREGIO64,America/Vancouver,2022-07-05T16:54:36Z,2022-07-05 09:54:36,1657040076,54.394,-123.171,680.19,6.0,246,67,55,59,-1,20,19,19,4,1,2,5,2,3,12,11,11,20,19,19,20,19,19,995.09,994.62,0.08,0.0,0.0,SAEG_Salmon
2022-07-05 09:00:00,IREGIO64,America/Vancouver,2022-07-05T15:54:36Z,2022-07-05 08:54:36,1657036476,54.394,-123.171,262.78,2.0,83,69,65,67,-1,18,17,17,3,0,1,4,0,2,12,11,11,18,17,17,18,17,17,994.62,994.51,-0.15,0.0,0.0,SAEG_Salmon
2022-07-05 08:00:00,IREGIO64,America/Vancouver,2022-07-05T14:54:36Z,2022-07-05 07:54:36,1657032876,54.394,-123.171,234.15,2.0,263,78,71,75,-1,17,15,15,2,0,1,4,0,1,11,10,11,17,15,15,17,15,15,994.41,994.31,0.0,0.0,0.0,SAEG_Salmon
2022-07-05 07:00:00,IREGIO64,America/Vancouver,2022-07-05T13:54:36Z,2022-07-05 06:54:36,1657029276,54.394,-123.171,108.88,1.0,264,84,75,80,-1,15,12,13,2,0,1,4,0,1,10,9,10,15,12,13,15,12,13,994.31,993.91,0.0,0.0,0.0,SAEG_Salmon
2022-07-05 06:00:00,IREGIO64,America/Vancouver,2022-07-05T12:54:36Z,2022-07-05 05:54:36,1657025676,54.394,-123.171,33.39,0.0,258,84,79,81,-1,13,12,12,1,0,0,2,0,0,10,9,9,13,12,12,13,12,12,994.21,994.01,0.12,0.0,0.0,SAEG_Salmon
2022-07-05 05:00:00,IREGIO64,America/Vancouver,2022-07-05T11:54:36Z,2022-07-05 04:54:36,1657022076,54.394,-123.171,3.43,0.0,252,80,76,77,-1,13,13,13,0,0,0,0,0,0,9,9,9,13,13,13,13,13,13,994.11,993.8,0.0,0.0,0.0,SAEG_Salmon
2022-07-05 04:00:00,IREGIO64,America/Vancouver,2022-07-05T10:54:36Z,2022-07-05 03:54:36,1657018476,54.394,-123.171,0.0,0.0,261,76,73,74,-1,13,13,13,1,0,0,2,0,0,9,9,9,13,13,13,13,13,13,994.01,993.8,0.12,0.0,0.0,SAEG_Salmon
2022-07-05 03:00:00,IREGIO64,America/Vancouver,2022-07-05T09:54:36Z,2022-07-05 02:54:36,1657014876,54.394,-123.171,0.0,0.0,228,77,73,75,-1,14,13,13,0,0,0,0,0,0,9,9,9,14,13,13,14,13,13,993.91,993.6,0.37,0.0,0.0,SAEG_Salmon
2022-07-05 02:00:00,IREGIO64,America/Vancouver,2022-07-05T08:54:36Z,2022-07-05 01:54:36,1657011276,54.394,-123.171,0.0,0.0,303,80,75,77,-1,13,12,13,0,0,0,0,0,0,9,9,9,13,12,13,13,12,13,993.7,993.5,0.12,0.0,0.0,SAEG_Salmon
2022-07-05 01:00:00,IREGIO64,America/Vancouver,2022-07-05T07:54:36Z,2022-07-05 00:54:36,1657007676,54.394,-123.171,0.0,0.0,303,83,75,79,-1,13,13,13,0,0,0,0,0,0,10,9,10,13,13,13,13,13,13,993.6,993.3,0.0,0.0,0.0,SAEG_Salmon
2022-07-05 00:00:00,IREGIO64,America/Vancouver,2022-07-06T06:54:35Z,2022-07-05 23:54:35,1657090475,54.394,-123.171,0.0,0.0,164,98,96,96,-1,14,13,13,0,0,0,0,0,0,13,13,13,14,13,13,14,13,13,996.0,995.8,-0.12,0.0,0.0,SAEG_Salmon
2022-07-11 08:00:00,IBULKL8,America/Vancouver,2022-07-11T15:04:10Z,2022-07-11 08:04:10,1657551850,54.174476,-123.683109,123.56,1.0,73,89,89,89,-1,13,13,13,3,3,3,4,4,4,11,11,11,13,13,13,13,13,13,924.11,924.11,,0.0,0.25,SAEG_Stuart
2022-07-11 07:00:00,IBULKL8,America/Vancouver,2022-07-11T13:59:10Z,2022-07-11 06:59:10,1657547950,54.174476,-123.683109,65.45,0.0,117,94,91,92,-1,12,11,12,1,0,0,2,0,0,11,10,11,12,11,12,12,11,12,924.59,924.01,-0.3,0.0,0.25,SAEG_Stuart
2022-07-11 06:00:00,IBULKL8,America/Vancouver,2022-07-11T12:59:10Z,2022-07-11 05:59:10,1657544350,54.174476,-123.683109,31.19,0.0,107,94,92,92,-1,12,11,12,2,0,0,2,0,1,11,10,11,12,11,12,12,11,12,924.99,924.48,0.33,0.0,0.25,SAEG_Stuart
2022-07-11 05:00:00,IBULKL8,America/Vancouver,2022-07-11T11:59:10Z,2022-07-11 04:59:10,1657540750,54.174476,-123.683109,1.22,0.0,129,93,89,91,-1,12,12,12,7,0,2,11,0,3,11,10,10,12,12,12,12,12,12,924.79,924.48,0.11,0.0,0.25,SAEG_Stuart
2022-07-11 04:00:00,IBULKL8,America/Vancouver,2022-07-11T10:59:10Z,2022-07-11 03:59:10,1657537150,54.174476,-123.683109,0.0,0.0,151,92,89,90,-1,12,12,12,8,0,3,11,0,5,11,11,11,12,12,12,12,12,12,924.59,924.31,0.11,0.0,0.25,SAEG_Stuart
2022-07-11 03:00:00,IBULKL8,America/Vancouver,2022-07-11T09:59:10Z,2022-07-11 02:59:10,1657533550,54.174476,-123.683109,0.0,0.0,136,92,89,90,-1,13,12,12,2,0,1,5,0,2,11,11,11,13,12,12,13,12,12,924.48,923.81,0.66,1.78,0.25,SAEG_Stuart
2022-07-11 02:00:00,IBULKL8,America/Vancouver,2022-07-11T08:59:10Z,2022-07-11 01:59:10,1657529950,54.174476,-123.683109,0.0,0.0,153,92,89,90,-1,13,12,12,3,0,1,5,0,1,11,11,11,13,12,12,13,12,12,924.21,923.71,0.55,0.0,0.0,SAEG_Stuart
2022-07-11 01:00:00,IBULKL8,America/Vancouver,2022-07-11T07:59:10Z,2022-07-11 00:59:10,1657526350,54.174476,-123.683109,0.0,0.0,74,92,89,90,-1,13,12,12,1,0,0,2,0,0,11,11,11,13,12,12,13,12,12,924.01,923.1,0.78,0.0,0.0,SAEG_Stuart
2022-07-10 23:00:00,IBULKL8,America/Vancouver,2022-07-11T05:59:09Z,2022-07-10 22:59:09,1657519149,54.174476,-123.683109,0.0,0.0,76,90,89,89,-1,13,13,13,8,4,5,11,4,7,11,11,11,13,13,13,13,13,13,923.4,922.89,-0.11,0.0,0.0,SAEG_Stuart
2022-07-10 22:00:00,IBULKL8,America/Vancouver,2022-07-11T04:59:09Z,2022-07-10 21:59:09,1657515549,54.174476,-123.683109,9.91,0.0,72,89,86,87,-1,13,13,13,9,4,6,11,5,7,11,11,11,13,13,13,13,13,13,923.3,922.79,0.11,0.0,0.0,SAEG_Stuart
2022-07-10 21:00:00,IBULKL8,America/Vancouver,2022-07-11T03:59:09Z,2022-07-10 20:59:09,1657511949,54.174476,-123.683109,55.9,0.0,70,87,84,85,-1,14,13,14,8,4,6,9,5,7,12,11,11,14,13,14,14,13,14,923.4,922.89,-0.11,0.0,0.25,SAEG_Stuart
2022-07-10 20:00:00,IBULKL8,America/Vancouver,2022-07-11T02:59:09Z,2022-07-10 19:59:09,1657508349,54.174476,-123.683109,101.05,1.0,85,85,79,82,-1,15,14,14,9,4,7,13,5,9,11,11,11,15,14,14,15,14,14,923.5,923.2,0.0,0.0,0.25,SAEG_Stuart
2022-07-10 19:00:00,IBULKL8,America/Vancouver,2022-07-11T01:59:09Z,2022-07-10 18:59:09,1657504749,54.174476,-123.683109,134.44,1.0,98,81,78,79,-1,15,15,15,14,4,7,17,5,10,12,11,11,15,15,15,15,15,15,923.5,923.1,-0.11,0.0,0.25,SAEG_Stuart
2022-07-10 18:00:00,IBULKL8,America/Vancouver,2022-07-11T00:59:09Z,2022-07-10 17:59:09,1657501149,54.174476,-123.683109,731.82,7.0,100,79,75,77,-1,16,15,15,14,6,10,17,7,12,12,11,11,16,15,15,16,15,15,923.3,922.99,0.0,0.0,0.25,SAEG_Stuart
2022-07-10 17:00:00,IBULKL8,America/Vancouver,2022-07-10T23:59:09Z,2022-07-10 16:59:09,1657497549,54.174476,-123.683109,511.85,4.0,109,85,77,81,-1,15,14,15,16,5,8,18,7,10,12,11,12,15,14,15,15,14,15,923.81,923.3,-0.22,0.0,0.25,SAEG_Stuart
2022-07-10 16:00:00,IBULKL8,America/Vancouver,2022-07-10T22:59:09Z,2022-07-10 15:59:09,1657493949,54.174476,-123.683109,272.32,2.0,107,90,86,88,-1,14,13,13,6,2,4,7,2,4,12,11,11,14,13,13,14,13,13,923.91,923.2,-0.55,1.27,0.25,SAEG_Stuart
2022-07-10 15:00:00,IBULKL8,America/Vancouver,2022-07-10T21:59:09Z,2022-07-10 14:59:09,1657490349,54.174476,-123.683109,287.98,2.0,147,87,81,84,-1,14,13,14,6,0,3,17,0,5,12,11,11,14,13,14,14,13,14,924.01,923.5,-0.44,0.0,0.0,SAEG_Stuart
2022-07-10 14:00:00,IBULKL8,America/Vancouver,2022-07-10T20:59:09Z,2022-07-10 13:59:09,1657486749,54.174476,-123.683109,275.01,2.0,172,80,68,73,-1,16,14,15,9,0,5,11,2,7,11,10,11,16,14,15,16,14,15,924.01,922.69,1.11,0.0,0.0,SAEG_Stuart
2022-07-10 13:00:00,IBULKL8,America/Vancouver,2022-07-10T19:59:09Z,2022-07-10 12:59:09,1657483149,54.174476,-123.683109,370.43,3.0,116,72,65,68,-1,17,16,16,9,2,6,13,4,8,11,10,11,17,16,16,17,16,16,922.99,922.38,0.66,0.0,0.0,SAEG_Stuart
2022-07-10 12:00:00,IBULKL8,America/Vancouver,2022-07-10T18:59:09Z,2022-07-10 11:59:09,1657479549,54.174476,-123.683109,549.53,5.0,90,70,65,67,-1,17,16,17,12,3,7,15,4,8,12,10,11,17,16,17,17,16,17,922.79,922.32,-0.22,0.0,0.0,SAEG_Stuart
2022-07-10 11:00:00,IBULKL8,America/Vancouver,2022-07-10T17:59:09Z,2022-07-10 10:59:09,1657475949,54.174476,-123.683109,505.37,4.0,108,73,69,71,-1,16,15,16,10,2,6,15,4,9,11,10,10,16,15,16,16,15,16,922.99,922.59,-0.11,0.0,0.0,SAEG_Stuart
2022-07-10 10:00:00,IBULKL8,America/Vancouver,2022-07-10T16:59:09Z,2022-07-10 09:59:09,1657472349,54.174476,-123.683109,523.96,5.0,116,74,67,70,-1,16,15,15,9,2,5,13,2,7,11,9,10,16,15,15,16,15,15,922.89,922.69,0.11,0.0,0.0,SAEG_Stuart
